          team_name           |  season   | matches_played | wins | draws | losses | goals_for | goals_against | goal_difference 
 Vitória Guimarães            | 2011/2012 |             30 |   14 |     3 |     13 |        40 |            40 |               0
 Vitória Guimarães            | 2012/2013 |             30 |   11 |     7 |     12 |        36 |            47 |             -11
 Vitória Guimarães            | 2013/2014 |             30 |   10 |     5 |     15 |        30 |            35 |              -5
 Vitória Guimarães            | 2014/2015 |             34 |   15 |    10 |      9 |        50 |            35 |              15
 Vitória Guimarães            | 2015/2016 |             34 |    9 |    13 |     12 |        45 |            53 |              -8
 Vitória Setúbal              | 2008/2009 |             30 |    7 |     5 |     18 |        21 |            46 |             -25
 Vitória Setúbal              | 2009/2010 |             30 |    5 |    10 |     15 |        29 |            57 |             -28
 Vitória Setúbal              | 2010/2011 |             30 |    8 |    10 |     12 |        29 |            42 |             -13
 Vitória Setúbal              | 2011/2012 |             30 |    8 |     6 |     16 |        24 |            49 |             -25
 Vitória Setúbal              | 2012/2013 |             30 |    7 |     5 |     18 |        30 |            55 |             -25
 Vitória Setúbal              | 2013/2014 |             30 |   10 |     9 |     11 |        41 |            41 |               0
 Vitória Setúbal              | 2014/2015 |             34 |    7 |     8 |     19 |        24 |            56 |             -32
 Vitória Setúbal              | 2015/2016 |             34 |    6 |    12 |     16 |        40 |            61 |             -21
 VVV-Venlo                    | 2009/2010 |             34 |    8 |    11 |     15 |        43 |            57 |             -14
 VVV-Venlo                    | 2010/2011 |             34 |    6 |     3 |     25 |        34 |            76 |             -42
 VVV-Venlo                    | 2011/2012 |             34 |    9 |     4 |     21 |        42 |            78 |             -36
 VVV-Venlo                    | 2012/2013 |             34 |    6 |    10 |     18 |        33 |            62 |             -29
 Waasland-Beveren             | 2012/2013 |             30 |    7 |     9 |     14 |        28 |            49 |             -21
 Waasland-Beveren             | 2013/2014 |              6 |    1 |     1 |      4 |         7 |            11 |              -4
 Waasland-Beveren             | 2014/2015 |             30 |    7 |     5 |     18 |        30 |            49 |             -19
 Waasland-Beveren             | 2015/2016 |             30 |    9 |     6 |     15 |        40 |            57 |             -17
 Watford                      | 2015/2016 |             38 |   12 |     9 |     17 |        40 |            50 |             -10
 West Bromwich Albion         | 2008/2009 |             38 |    8 |     8 |     22 |        36 |            67 |             -31
 West Bromwich Albion         | 2010/2011 |             38 |   12 |    11 |     15 |        56 |            71 |             -15
 West Bromwich Albion         | 2011/2012 |             38 |   13 |     8 |     17 |        45 |            52 |              -7
 West Bromwich Albion         | 2012/2013 |             38 |   14 |     7 |     17 |        53 |            57 |              -4
 West Bromwich Albion         | 2013/2014 |             38 |    7 |    15 |     16 |        43 |            59 |             -16
 West Bromwich Albion         | 2014/2015 |             38 |   11 |    11 |     16 |        38 |            51 |             -13
 West Bromwich Albion         | 2015/2016 |             38 |   10 |    13 |     15 |        34 |            48 |             -14
 West Ham United              | 2008/2009 |             38 |   14 |     9 |     15 |        42 |            45 |              -3
 West Ham United              | 2009/2010 |             38 |    8 |    11 |     19 |        47 |            66 |             -19
 West Ham United              | 2010/2011 |             38 |    7 |    12 |     19 |        43 |            70 |             -27
 West Ham United              | 2012/2013 |             38 |   12 |    10 |     16 |        45 |            53 |              -8
 West Ham United              | 2013/2014 |             38 |   11 |     7 |     20 |        40 |            51 |             -11
 West Ham United              | 2014/2015 |             38 |   12 |    11 |     15 |        44 |            47 |              -3
 West Ham United              | 2015/2016 |             38 |   16 |    14 |      8 |        65 |            51 |              14
 Widzew Łódź                  | 2008/2009 |             30 |   10 |     5 |     15 |        27 |            43 |             -16
 Widzew Łódź                  | 2010/2011 |             30 |   11 |    10 |      9 |        41 |            34 |               7
 Widzew Łódź                  | 2011/2012 |             60 |   14 |    21 |     25 |        48 |            79 |             -31
 Widzew Łódź                  | 2012/2013 |             30 |    8 |     9 |     13 |        30 |            41 |             -11
 Widzew Łódź                  | 2013/2014 |             30 |    5 |     7 |     18 |        26 |            51 |             -25
 Wigan Athletic               | 2008/2009 |             38 |   12 |     9 |     17 |        34 |            45 |             -11
 Wigan Athletic               | 2009/2010 |             38 |    9 |     9 |     20 |        37 |            79 |             -42
 Wigan Athletic               | 2010/2011 |             38 |    9 |    15 |     14 |        40 |            61 |             -21
 Wigan Athletic               | 2011/2012 |             38 |   11 |    10 |     17 |        42 |            62 |             -20
 Wigan Athletic               | 2012/2013 |             38 |    9 |     9 |     20 |        47 |            73 |             -26
 Willem II                    | 2008/2009 |             34 |   10 |     7 |     17 |        35 |            58 |             -23
 Willem II                    | 2009/2010 |             34 |    7 |     2 |     25 |        36 |            70 |             -34
 Willem II                    | 2010/2011 |             34 |    3 |     6 |     25 |        37 |            98 |             -61
